title,lyrics,tags,instrumental,model
,"[Intro]

[Verse]
To you I lift up my eyes,
    O you who are enthroned in the heavens,
Behold, as the eyes of servants look to the hand of their master,
    as the eyes of a maidservant to the hand of her mistress,

[pre-chorus]
Behold, as the eyes of servants look to the hand of their master,
    as the eyes of a maidservant to the hand of her mistress,
so our eyes look to the Lord our God,
    till he has mercy upon us,

[Chorus]
Behold, as the eyes of servants look to the hand of their master,
    as the eyes of a maidservant to the hand of her mistress,
Behold, as the eyes of servants look to the hand of their master,
    Our Eyes Look to the Lord Our God.

[Verse]
Our soul has had more than enough of the scorn of those who are at ease,
    of the contempt of the proud,
To you I lift up my eyes,
    O you who are enthroned in the heavens,

[pre-chorus]
Behold, as the eyes of servants look to the hand of their master,
    as the eyes of a maidservant to the hand of her mistress,
so our eyes look to the Lord our God,
    till he has mercy upon us,

[Chorus]
Behold, as the eyes of servants look to the hand of their master,
    as the eyes of a maidservant to the hand of her mistress,
Behold, as the eyes of servants look to the hand of their master,
    Our Eyes Look to the Lord Our God.

[Bridge | Stripped Back | Intimate]
O Lord, have mercy upon us,
    for we have had more than enough of contempt,
Our soul has had more than enough of the scorn of those who are at ease,
    of the contempt of the proud,

[Breakdown | Building | Full Band]
To you I lift up my eyes,
    O you who are enthroned in the heavens,
Behold, as the eyes of servants look to the hand of their master,
    as the eyes of a maidservant to the hand of her mistress,
",,false,chirp-fenix
,"[Intro]

[Verse]
If it had not been the Lord who was on our side— let Israel now say —,
    if it had not been the Lord who was on our side when people rose up against us,
then they would have swallowed us up alive,
    when their anger was kindled against us,

[pre-chorus]
then the flood would have swept us away,
    the torrent would have gone over us,
then over us would have gone the raging waters,
    Blessed be the Lord,

[Chorus]
We have escaped like a bird from the snare of the fowlers,
    the snare is broken, and we have escaped,
We have escaped like a bird from the snare of the fowlers,
    Our Help Is in the Name of the Lord.

[Verse]
then the flood would have swept us away,
    the torrent would have gone over us,
then over us would have gone the raging waters,
    Blessed be the Lord,

[pre-chorus]
then the flood would have swept us away,
    the torrent would have gone over us,
then over us would have gone the raging waters,
    Blessed be the Lord,

[Chorus]
We have escaped like a bird from the snare of the fowlers,
    the snare is broken, and we have escaped,
We have escaped like a bird from the snare of the fowlers,
    Our Help Is in the Name of the Lord.

[Bridge | Stripped Back | Intimate]
who has not given us as prey to their teeth,
    We have escaped like a bird from the snare of the fowlers,
the snare is broken, and we have escaped,
    Our help is in the name of the Lord,

[Breakdown | Building | Full Band]
who made heaven and earth,
    who has not given us as prey to their teeth,
We have escaped like a bird from the snare of the fowlers,
    the snare is broken, and we have escaped,
",,false,chirp-fenix
,"[Intro]

[Verse]
Those who trust in the Lord are like Mount Zion,
    which cannot be moved,
but abides forever,
    As the mountains surround Jerusalem,

[pre-chorus]
so the Lord surrounds his people,
    from this time forth and forevermore,
For the scepter of wickedness shall not rest on the land allotted to the righteous,
    lest the righteous stretch out their hands to do wrong,

[Chorus]
Do good, O Lord,
    to those who are good,
Do good, O Lord,
    The Lord Surrounds His People.

[Verse]
so the Lord surrounds his people,
    from this time forth and forevermore,
For the scepter of wickedness shall not rest on the land allotted to the righteous,
    lest the righteous stretch out their hands to do wrong,

[pre-chorus]
so the Lord surrounds his people,
    from this time forth and forevermore,
For the scepter of wickedness shall not rest on the land allotted to the righteous,
    lest the righteous stretch out their hands to do wrong,

[Chorus]
Do good, O Lord,
    to those who are good,
Do good, O Lord,
    The Lord Surrounds His People.

[Bridge | Stripped Back | Intimate]
Do good, O Lord,
    to those who are good,
and to those who are upright in their hearts,
    But those who turn aside to their crooked ways the Lord will lead away with evildoers! Peace be upon Israel,

[Breakdown | Building | Full Band]
Do good, O Lord,
    to those who are good,
and to those who are upright in their hearts,
    But those who turn aside to their crooked ways the Lord will lead away with evildoers! Peace be upon Israel,
",,false,chirp-fenix
,"[Intro]

[Verse]
When the Lord restored the fortunes of Zion,
    we were like those who dream,
Then our mouth was filled with laughter,
    and our tongue with shouts of joy,

[pre-chorus]
The Lord has done great things for them,
    The Lord has done great things for us,
we are glad,
    Restore our fortunes,

[Chorus]
He who goes out weeping,
    bearing the seed for sowing,
He who goes out weeping,
    Restore Our Fortunes, O Lord.

[Verse]
The Lord has done great things for them,
    The Lord has done great things for us,
we are glad,
    Restore our fortunes,

[pre-chorus]
The Lord has done great things for them,
    The Lord has done great things for us,
we are glad,
    Restore our fortunes,

[Chorus]
He who goes out weeping,
    bearing the seed for sowing,
He who goes out weeping,
    Restore Our Fortunes, O Lord.

[Bridge | Stripped Back | Intimate]
Those who sow in tears shall reap with shouts of joy,
    He who goes out weeping,
bearing the seed for sowing,
    shall come home with shouts of joy,

[Breakdown | Building | Full Band]
bringing his sheaves with him,
    Those who sow in tears shall reap with shouts of joy,
He who goes out weeping,
    bearing the seed for sowing,
",,false,chirp-fenix
,"[Intro]

[Verse]
Unless the Lord builds the house,
    those who build it labor in vain,
Unless the Lord watches over the city,
    the watchman stays awake in vain,

[pre-chorus]
Unless the Lord watches over the city,
    the watchman stays awake in vain,
It is in vain that you rise up early and go late to rest,
    eating the bread of anxious toil,

[Chorus]
Unless the Lord watches over the city,
    the watchman stays awake in vain,
Unless the Lord watches over the city,
    Unless the Lord Builds the House.

[Verse]
Like arrows in the hand of a warrior are the children of one’s youth,
    Blessed is the man who fills his quiver with them! He shall not be put to shame when he speaks with his enemies in the gate,
Unless the Lord builds the house,
    those who build it labor in vain,

[pre-chorus]
Unless the Lord watches over the city,
    the watchman stays awake in vain,
It is in vain that you rise up early and go late to rest,
    eating the bread of anxious toil,

[Chorus]
Unless the Lord watches over the city,
    the watchman stays awake in vain,
Unless the Lord watches over the city,
    Unless the Lord Builds the House.

[Bridge | Stripped Back | Intimate]
Behold, children are a heritage from the Lord,
    the fruit of the womb a reward,
Like arrows in the hand of a warrior are the children of one’s youth,
    Blessed is the man who fills his quiver with them! He shall not be put to shame when he speaks with his enemies in the gate,

[Breakdown | Building | Full Band]
Unless the Lord builds the house,
    those who build it labor in vain,
Unless the Lord watches over the city,
    the watchman stays awake in vain,
",,false,chirp-fenix
,"[Intro]

[Verse]
Blessed is everyone who fears the Lord,
    who walks in his ways,
You shall eat the fruit of the labor of your hands,
    you shall be blessed, and it shall be well with you,

[pre-chorus]
Your wife will be like a fruitful vine within your house,
    your children will be like olive shoots around your table,
Behold, thus shall the man be blessed who fears the Lord,
    The Lord bless you from Zion! May you see the prosperity of Jerusalem all the days of your life,

[Chorus]
Behold, thus shall the man be blessed who fears the Lord,
    The Lord bless you from Zion! May you see the prosperity of Jerusalem all the days of your life,
Behold, thus shall the man be blessed who fears the Lord,
    Blessed Is Everyone Who Fears the Lord.

[Verse]
Blessed is everyone who fears the Lord,
    who walks in his ways,
You shall eat the fruit of the labor of your hands,
    you shall be blessed, and it shall be well with you,

[pre-chorus]
Your wife will be like a fruitful vine within your house,
    your children will be like olive shoots around your table,
Behold, thus shall the man be blessed who fears the Lord,
    The Lord bless you from Zion! May you see the prosperity of Jerusalem all the days of your life,

[Chorus]
Behold, thus shall the man be blessed who fears the Lord,
    The Lord bless you from Zion! May you see the prosperity of Jerusalem all the days of your life,
Behold, thus shall the man be blessed who fears the Lord,
    Blessed Is Everyone Who Fears the Lord.

[Bridge | Stripped Back | Intimate]
Blessed is everyone who fears the Lord,
    who walks in his ways,
You shall eat the fruit of the labor of your hands,
    you shall be blessed, and it shall be well with you,

[Breakdown | Building | Full Band]
Your wife will be like a fruitful vine within your house,
    your children will be like olive shoots around your table,
Behold, thus shall the man be blessed who fears the Lord,
    The Lord bless you from Zion! May you see the prosperity of Jerusalem all the days of your life,
",,false,chirp-fenix
,"[Intro]

[Verse]
Greatly have they afflicted me from my youth — let Israel now say —,
    Greatly have they afflicted me from my youth,
yet they have not prevailed against me,
    The plowers plowed upon my back,

[pre-chorus]
they made long their furrows,
    The Lord is righteous,
he has cut the cords of the wicked,
    May all who hate Zion be put to shame and turned backward,

[Chorus]
which withers before it grows up,
    with which the reaper does not fill his hand nor the binder of sheaves his arms,
which withers before it grows up,
    They Have Afflicted Me from My Youth.

[Verse]
they made long their furrows,
    The Lord is righteous,
he has cut the cords of the wicked,
    May all who hate Zion be put to shame and turned backward,

[pre-chorus]
they made long their furrows,
    The Lord is righteous,
he has cut the cords of the wicked,
    May all who hate Zion be put to shame and turned backward,

[Chorus]
which withers before it grows up,
    with which the reaper does not fill his hand nor the binder of sheaves his arms,
which withers before it grows up,
    They Have Afflicted Me from My Youth.

[Bridge | Stripped Back | Intimate]
Let them be like the grass on the housetops,
    which withers before it grows up,
with which the reaper does not fill his hand nor the binder of sheaves his arms,
    nor do those who pass by say,

[Breakdown | Building | Full Band]
The blessing of the Lord be upon you! We bless you in the name of the Lord,
    Let them be like the grass on the housetops,
which withers before it grows up,
    with which the reaper does not fill his hand nor the binder of sheaves his arms,
",,false,chirp-fenix
,"[Intro]

[Verse]
Out of the depths I cry to you, O Lord,
    O Lord, hear my voice! Let your ears be attentive to the voice of my pleas for mercy,
If you, O Lord,
    should mark iniquities,

[pre-chorus]
But with you there is forgiveness,
    that you may be feared,
I wait for the Lord,
    my soul waits,

[Chorus]
more than watchmen for the morning,
    O Israel, hope in the Lord! For with the Lord there is steadfast love,
more than watchmen for the morning,
    My Soul Waits for the Lord.

[Verse]
But with you there is forgiveness,
    that you may be feared,
I wait for the Lord,
    my soul waits,

[pre-chorus]
But with you there is forgiveness,
    that you may be feared,
I wait for the Lord,
    my soul waits,

[Chorus]
more than watchmen for the morning,
    O Israel, hope in the Lord! For with the Lord there is steadfast love,
more than watchmen for the morning,
    My Soul Waits for the Lord.

[Bridge | Stripped Back | Intimate]
my soul waits for the Lord more than watchmen for the morning,
    more than watchmen for the morning,
O Israel, hope in the Lord! For with the Lord there is steadfast love,
    and with him is plentiful redemption,

[Breakdown | Building | Full Band]
And he will redeem Israel from all his iniquities,
    my soul waits for the Lord more than watchmen for the morning,
more than watchmen for the morning,
    O Israel, hope in the Lord! For with the Lord there is steadfast love,
",,false,chirp-fenix
,"[Intro]

[Verse]
O Lord, my heart is not lifted up,
    my eyes are not raised too high,
I do not occupy myself with things too great and too marvelous for me,
    But I have calmed and quieted my soul,

[pre-chorus]
O Israel, hope in the Lord from this time forth and forevermore,
    O Lord, my heart is not lifted up,
my eyes are not raised too high,
    I do not occupy myself with things too great and too marvelous for me,

[Chorus]
But I have calmed and quieted my soul,
    like a weaned child with its mother,
But I have calmed and quieted my soul,
    I Have Calmed and Quieted My Soul.

[Verse]
I do not occupy myself with things too great and too marvelous for me,
    But I have calmed and quieted my soul,
like a weaned child with its mother,
    like a weaned child is my soul within me,

[pre-chorus]
O Israel, hope in the Lord from this time forth and forevermore,
    O Lord, my heart is not lifted up,
my eyes are not raised too high,
    I do not occupy myself with things too great and too marvelous for me,

[Chorus]
But I have calmed and quieted my soul,
    like a weaned child with its mother,
But I have calmed and quieted my soul,
    I Have Calmed and Quieted My Soul.

[Bridge | Stripped Back | Intimate]
like a weaned child with its mother,
    like a weaned child is my soul within me,
O Israel, hope in the Lord from this time forth and forevermore,
    O Lord, my heart is not lifted up,

[Breakdown | Building | Full Band]
my eyes are not raised too high,
    I do not occupy myself with things too great and too marvelous for me,
But I have calmed and quieted my soul,
    like a weaned child with its mother,
",,false,chirp-fenix
,"[Intro]

[Verse]
Remember, O Lord,
    in David’s favor,
all the hardships he endured,
    how he swore to the Lord and vowed to the Mighty One of Jacob,

[pre-chorus]
Let your priests be clothed with righteousness,
    and let your saints shout for joy,
For the sake of your servant David,
    do not turn away the face of your anointed one,

[Chorus]
There I will make a horn to sprout for David,
    I have prepared a lamp for my anointed,
There I will make a horn to sprout for David,
    The Lord Has Chosen Zion.

[Verse]
let us worship at his footstool,
    Arise, O Lord,
and go to your resting place,
    you and the ark of your might,

[pre-chorus]
Let your priests be clothed with righteousness,
    and let your saints shout for joy,
For the sake of your servant David,
    do not turn away the face of your anointed one,

[Chorus]
There I will make a horn to sprout for David,
    I have prepared a lamp for my anointed,
There I will make a horn to sprout for David,
    The Lord Has Chosen Zion.

[Bridge | Stripped Back | Intimate]
For the Lord has chosen Zion,
    he has desired it for his dwelling place,
This is my resting place forever,
    here I will dwell, for I have desired it,

[Breakdown | Building | Full Band]
I will abundantly bless her provisions,
    I will satisfy her poor with bread,
Her priests I will clothe with salvation,
    and her saints will shout for joy,
",,false,chirp-fenix
,"[Intro]

[Verse]
Behold, how good and pleasant it is when brothers dwell in unity,
    It is like the precious oil on the head,
running down on the beard,
    on the beard of Aaron,

[pre-chorus]
It is like the dew of Hermon,
    which falls on the mountains of Zion! For there the Lord has commanded the blessing,
life forevermore,
    Behold, how good and pleasant it is when brothers dwell in unity,

[Chorus]
Behold, how good and pleasant it is when brothers dwell in unity,
    It is like the precious oil on the head,
Behold, how good and pleasant it is when brothers dwell in unity,
    When Brothers Dwell in Unity.

[Verse]
It is like the precious oil on the head,
    running down on the beard,
on the beard of Aaron,
    running down on the collar of his robes,

[pre-chorus]
It is like the dew of Hermon,
    which falls on the mountains of Zion! For there the Lord has commanded the blessing,
life forevermore,
    Behold, how good and pleasant it is when brothers dwell in unity,

[Chorus]
Behold, how good and pleasant it is when brothers dwell in unity,
    It is like the precious oil on the head,
Behold, how good and pleasant it is when brothers dwell in unity,
    When Brothers Dwell in Unity.

[Bridge | Stripped Back | Intimate]
running down on the beard,
    on the beard of Aaron,
running down on the collar of his robes,
    It is like the dew of Hermon,

[Breakdown | Building | Full Band]
which falls on the mountains of Zion! For there the Lord has commanded the blessing,
    life forevermore,
Behold, how good and pleasant it is when brothers dwell in unity,
    It is like the precious oil on the head,
",,false,chirp-fenix
,"[Intro]

[Verse]
Come, bless the Lord,
    all you servants of the Lord,
who stand by night in the house of the Lord,
    Lift up your hands to the holy place and bless the Lord,

[pre-chorus]
all you servants of the Lord,
    who stand by night in the house of the Lord,
Lift up your hands to the holy place and bless the Lord,
    May the Lord bless you from Zion,

[Chorus]
Come, bless the Lord,
    all you servants of the Lord,
Come, bless the Lord,
    Come, Bless the Lord.

[Verse]
Lift up your hands to the holy place and bless the Lord,
    May the Lord bless you from Zion,
he who made heaven and earth,
    Come, bless the Lord,

[pre-chorus]
all you servants of the Lord,
    who stand by night in the house of the Lord,
Lift up your hands to the holy place and bless the Lord,
    May the Lord bless you from Zion,

[Chorus]
Come, bless the Lord,
    all you servants of the Lord,
Come, bless the Lord,
    Come, Bless the Lord.

[Bridge | Stripped Back | Intimate]
Come, bless the Lord,
    all you servants of the Lord,
who stand by night in the house of the Lord,
    Lift up your hands to the holy place and bless the Lord,

[Breakdown | Building | Full Band]
May the Lord bless you from Zion,
    he who made heaven and earth,
Come, bless the Lord,
    all you servants of the Lord,
",,false,chirp-fenix
,"[Intro]

[Verse]
O Lord, Endures Forever Praise the Lord! Praise the name of the Lord,
    give praise, O servants of the Lord,
who stand in the house of the Lord,
    in the courts of the house of our God,

[pre-chorus]
who struck down many nations and killed mighty kings,
    Sihon, king of the Amorites,
and Og, king of Bashan,
    and all the kingdoms of Canaan,

[Chorus]
bless the Lord! You who fear the Lord,
    bless the Lord,
bless the Lord! You who fear the Lord,
    Your Name.

[Verse]
He it was who struck down the firstborn of Egypt,
    both of man and of beast,
who in your midst,
    O Egypt, sent signs and wonders against Pharaoh and all his servants,

[pre-chorus]
who struck down many nations and killed mighty kings,
    Sihon, king of the Amorites,
and Og, king of Bashan,
    and all the kingdoms of Canaan,

[Chorus]
bless the Lord! You who fear the Lord,
    bless the Lord,
bless the Lord! You who fear the Lord,
    Your Name.

[Bridge | Stripped Back | Intimate]
The idols of the nations are silver and gold,
    the work of human hands,
They have mouths, but do not speak,
    they have eyes, but do not see,

[Breakdown | Building | Full Band]
they have ears,
    but do not hear,
nor is there any breath in their mouths,
    Those who make them become like them,
",,false,chirp-fenix
,"[Intro]

[Verse]
Give thanks to the God of gods,
    for his steadfast love endures forever,
Give thanks to the Lord of lords,
    for his steadfast love endures forever,

[pre-chorus]
with a strong hand and an outstretched arm,
    for his steadfast love endures forever,
to him who divided the Red Sea in two,
    for his steadfast love endures forever,

[Chorus]
he who gives food to all flesh,
    for his steadfast love endures forever,
he who gives food to all flesh,
    His Steadfast Love Endures Forever Give thanks to the Lord, for he is good, for his steadfast love endures forever.

[Verse]
to him who struck down the firstborn of Egypt,
    for his steadfast love endures forever,
and brought Israel out from among them,
    for his steadfast love endures forever,

[pre-chorus]
with a strong hand and an outstretched arm,
    for his steadfast love endures forever,
to him who divided the Red Sea in two,
    for his steadfast love endures forever,

[Chorus]
he who gives food to all flesh,
    for his steadfast love endures forever,
he who gives food to all flesh,
    His Steadfast Love Endures Forever Give thanks to the Lord, for he is good, for his steadfast love endures forever.

[Bridge | Stripped Back | Intimate]
and killed mighty kings,
    for his steadfast love endures forever,
Sihon, king of the Amorites,
    for his steadfast love endures forever,

[Breakdown | Building | Full Band]
and Og, king of Bashan,
    for his steadfast love endures forever,
and gave their land as a heritage,
    for his steadfast love endures forever,
",,false,chirp-fenix
,"[Intro]

[Verse]
? By the waters of Babylon,
    there we sat down and wept,
when we remembered Zion,
    On the willows there we hung up our lyres,

[pre-chorus]
Sing us one of the songs of Zion,
    How shall we sing the Lord ’s song in a foreign land,
If I forget you,
    O Jerusalem, let my right hand forget its skill,

[Chorus]
O daughter of Babylon,
    doomed to be destroyed,
O daughter of Babylon,
    How Shall We Sing the Lord ’s Song.

[Verse]
Sing us one of the songs of Zion,
    How shall we sing the Lord ’s song in a foreign land,
If I forget you,
    O Jerusalem, let my right hand forget its skill,

[pre-chorus]
Sing us one of the songs of Zion,
    How shall we sing the Lord ’s song in a foreign land,
If I forget you,
    O Jerusalem, let my right hand forget its skill,

[Chorus]
O daughter of Babylon,
    doomed to be destroyed,
O daughter of Babylon,
    How Shall We Sing the Lord ’s Song.

[Bridge | Stripped Back | Intimate]
Remember, O Lord,
    against the Edomites the day of Jerusalem,
how they said,
    Lay it bare, lay it bare,

[Breakdown | Building | Full Band]
down to its foundations,
    O daughter of Babylon,
doomed to be destroyed,
    blessed shall he be who repays you with what you have done to us,
",,false,chirp-fenix
,"[Intro]

[Verse]
I give you thanks, O Lord, with my whole heart,
    before the gods I sing your praise,
I bow down toward your holy temple and give thanks to your name for your steadfast love and your faithfulness,
    for you have exalted above all things your name and your word,

[pre-chorus]
All the kings of the earth shall give you thanks,
    O Lord, for they have heard the words of your mouth,
and they shall sing of the ways of the Lord,
    for great is the glory of the Lord,

[Chorus]
and your right hand delivers me,
    The Lord will fulfill his purpose for me,
and your right hand delivers me,
    Give Thanks to the Lord.

[Verse]
All the kings of the earth shall give you thanks,
    O Lord, for they have heard the words of your mouth,
and they shall sing of the ways of the Lord,
    for great is the glory of the Lord,

[pre-chorus]
All the kings of the earth shall give you thanks,
    O Lord, for they have heard the words of your mouth,
and they shall sing of the ways of the Lord,
    for great is the glory of the Lord,

[Chorus]
and your right hand delivers me,
    The Lord will fulfill his purpose for me,
and your right hand delivers me,
    Give Thanks to the Lord.

[Bridge | Stripped Back | Intimate]
but the haughty he knows from afar,
    Though I walk in the midst of trouble,
you preserve my life,
    you stretch out your hand against the wrath of my enemies,

[Breakdown | Building | Full Band]
and your right hand delivers me,
    The Lord will fulfill his purpose for me,
your steadfast love, O Lord, endures forever,
    Do not forsake the work of your hands,
",,false,chirp-fenix
,"[Intro]

[Verse]
O Lord, you have searched me and known me,
    You know when I sit down and when I rise up,
you discern my thoughts from afar,
    You search out my path and my lying down and are acquainted with all my ways,

[pre-chorus]
even the darkness is not dark to you,
    the night is bright as the day,
for darkness is as light with you,
    For you formed my inward parts,

[Chorus]
Search me, O God,
    and know my heart! Try me and know my thoughts,
Search me, O God,
    Search Me, O God, and Know My Heart.

[Verse]
even there your hand shall lead me,
    and your right hand shall hold me,
If I say, Surely the darkness shall cover me,
    and the light about me be night,

[pre-chorus]
even the darkness is not dark to you,
    the night is bright as the day,
for darkness is as light with you,
    For you formed my inward parts,

[Chorus]
Search me, O God,
    and know my heart! Try me and know my thoughts,
Search me, O God,
    Search Me, O God, and Know My Heart.

[Bridge | Stripped Back | Intimate]
the days that were formed for me,
    when as yet there was none of them,
How precious to me are your thoughts,
    O God! How vast is the sum of them,

[Breakdown | Building | Full Band]
If I would count them, they are more than the sand,
    I awake, and I am still with you,
Oh that you would slay the wicked,
    O God! O men of blood,
",,false,chirp-fenix
,"[Intro]

[Verse]
Deliver me, O Lord, from evil men,
    preserve me from violent men,
who plan evil things in their heart and stir up wars continually,
    They make their tongue sharp as a serpent’s,

[pre-chorus]
the strength of my salvation,
    you have covered my head in the day of battle,
Grant not, O Lord, the desires of the wicked,
    do not further their evil plot,

[Chorus]
I know that the Lord will maintain the cause of the afflicted,
    and will execute justice for the needy,
I know that the Lord will maintain the cause of the afflicted,
    Deliver Me, O Lord, from Evil Men.

[Verse]
beside the way they have set snares for me,
    I say to the Lord, You are my God,
give ear to the voice of my pleas for mercy, O Lord,
    O Lord, my Lord,

[pre-chorus]
the strength of my salvation,
    you have covered my head in the day of battle,
Grant not, O Lord, the desires of the wicked,
    do not further their evil plot,

[Chorus]
I know that the Lord will maintain the cause of the afflicted,
    and will execute justice for the needy,
I know that the Lord will maintain the cause of the afflicted,
    Deliver Me, O Lord, from Evil Men.

[Bridge | Stripped Back | Intimate]
let the mischief of their lips overwhelm them,
    Let burning coals fall upon them! Let them be cast into fire,
into miry pits,
    no more to rise,

[Breakdown | Building | Full Band]
Let not the slanderer be established in the land,
    let evil hunt down the violent man speedily,
I know that the Lord will maintain the cause of the afflicted,
    and will execute justice for the needy,
",,false,chirp-fenix
,"[Intro]

[Verse]
O Lord, I call upon you,
    hasten to me! Give ear to my voice when I call to you,
Let my prayer be counted as incense before you,
    and the lifting up of my hands as the evening sacrifice,

[pre-chorus]
Yet my prayer is continually against their evil deeds,
    When their judges are thrown over the cliff,
then they shall hear my words,
    for they are pleasant,

[Chorus]
leave me not defenseless,
    Keep me from the trap that they have laid for me and from the snares of evildoers,
leave me not defenseless,
    Give Ear to My Voice.

[Verse]
and let me not eat of their delicacies,
    Let a righteous man strike me—it is a kindness,
let him rebuke me—it is oil for my head,
    let my head not refuse it,

[pre-chorus]
Yet my prayer is continually against their evil deeds,
    When their judges are thrown over the cliff,
then they shall hear my words,
    for they are pleasant,

[Chorus]
leave me not defenseless,
    Keep me from the trap that they have laid for me and from the snares of evildoers,
leave me not defenseless,
    Give Ear to My Voice.

[Bridge | Stripped Back | Intimate]
As when one plows and breaks up the earth,
    so shall our bones be scattered at the mouth of Sheol,
But my eyes are toward you, O God, my Lord,
    in you I seek refuge,

[Breakdown | Building | Full Band]
leave me not defenseless,
    Keep me from the trap that they have laid for me and from the snares of evildoers,
Let the wicked fall into their own nets,
    while I pass by safely,
",,false,chirp-fenix
,"[Intro]

[Verse]
A Prayer,
    With my voice I cry out to the Lord,
with my voice I plead for mercy to the Lord,
    I pour out my complaint before him,

[pre-chorus]
you know my way! In the path where I walk they have hidden a trap for me,
    Look to the right and see : there is none who takes notice of me,
no refuge remains to me,
    no one cares for my soul,

[Chorus]
for they are too strong for me,
    Bring me out of prison,
for they are too strong for me,
    You Are My Refuge.

[Verse]
you know my way! In the path where I walk they have hidden a trap for me,
    Look to the right and see : there is none who takes notice of me,
no refuge remains to me,
    no one cares for my soul,

[pre-chorus]
you know my way! In the path where I walk they have hidden a trap for me,
    Look to the right and see : there is none who takes notice of me,
no refuge remains to me,
    no one cares for my soul,

[Chorus]
for they are too strong for me,
    Bring me out of prison,
for they are too strong for me,
    You Are My Refuge.

[Bridge | Stripped Back | Intimate]
my portion in the land of the living,
    Attend to my cry,
for I am brought very low! Deliver me from my persecutors,
    for they are too strong for me,

[Breakdown | Building | Full Band]
Bring me out of prison,
    that I may give thanks to your name! The righteous will surround me,
for you will deal bountifully with me,
    my portion in the land of the living,
",,false,chirp-fenix
,"[Intro]

[Verse]
Hear my prayer, O Lord,
    give ear to my pleas for mercy! In your faithfulness answer me,
in your righteousness,
    Enter not into judgment with your servant,

[pre-chorus]
my soul thirsts for you like a parched land,
    Answer me quickly,
O Lord! My spirit fails! Hide not your face from me,
    lest I be like those who go down to the pit,

[Chorus]
O Lord, preserve my life! In your righteousness bring my soul out of trouble,
    And in your steadfast love you will cut off my enemies,
O Lord, preserve my life! In your righteousness bring my soul out of trouble,
    My Soul Thirsts for You.

[Verse]
I remember the days of old,
    I meditate on all that you have done,
I ponder the work of your hands,
    I stretch out my hands to you,

[pre-chorus]
my soul thirsts for you like a parched land,
    Answer me quickly,
O Lord! My spirit fails! Hide not your face from me,
    lest I be like those who go down to the pit,

[Chorus]
O Lord, preserve my life! In your righteousness bring my soul out of trouble,
    And in your steadfast love you will cut off my enemies,
O Lord, preserve my life! In your righteousness bring my soul out of trouble,
    My Soul Thirsts for You.

[Bridge | Stripped Back | Intimate]
Make me know the way I should go,
    for to you I lift up my soul,
Deliver me from my enemies,
    O Lord! I have fled to you for refuge,

[Breakdown | Building | Full Band]
Teach me to do your will,
    for you are my God! Let your good Spirit lead me on level ground,
For your name’s sake,
    O Lord, preserve my life! In your righteousness bring my soul out of trouble,
",,false,chirp-fenix
,"[Intro]

[Verse]
Blessed be the Lord,
    my rock, who trains my hands for war,
and my fingers for battle,
    he is my steadfast love and my fortress,

[pre-chorus]
Stretch out your hand from on high,
    rescue me and deliver me from the many waters,
from the hand of foreigners,
    whose mouths speak lies and whose right hand is a right hand of falsehood,

[Chorus]
may our cattle be heavy with young,
    suffering no mishap or failure in bearing,
may our cattle be heavy with young,
    My Rock and My Fortress.

[Verse]
Bow your heavens,
    O Lord, and come down! Touch the mountains so that they smoke,
Flash forth the lightning and scatter them,
    send out your arrows and rout them,

[pre-chorus]
Stretch out your hand from on high,
    rescue me and deliver me from the many waters,
from the hand of foreigners,
    whose mouths speak lies and whose right hand is a right hand of falsehood,

[Chorus]
may our cattle be heavy with young,
    suffering no mishap or failure in bearing,
may our cattle be heavy with young,
    My Rock and My Fortress.

[Bridge | Stripped Back | Intimate]
who rescues David his servant from the cruel sword,
    Rescue me and deliver me from the hand of foreigners,
whose mouths speak lies and whose right hand is a right hand of falsehood,
    May our sons in their youth be like plants full grown,

[Breakdown | Building | Full Band]
our daughters like corner pillars cut for the structure of a palace,
    may our granaries be full,
providing all kinds of produce,
    may our sheep bring forth thousands and ten thousands in our fields,
",,false,chirp-fenix
,"[Intro]

[Verse]
I will extol you,
    my God and King,
and bless your name forever and ever,
    Every day I will bless you and praise your name forever and ever,

[pre-chorus]
The Lord is good to all,
    and his mercy is over all that he has made,
All your works shall give thanks to you,
    O Lord, and all your saints shall bless you,

[Chorus]
The Lord preserves all who love him,
    but all the wicked he will destroy,
The Lord preserves all who love him,
    Great Is the Lord.

[Verse]
and I will declare your greatness,
    They shall pour forth the fame of your abundant goodness and shall sing aloud of your righteousness,
The Lord is gracious and merciful,
    slow to anger and abounding in steadfast love,

[pre-chorus]
The Lord is good to all,
    and his mercy is over all that he has made,
All your works shall give thanks to you,
    O Lord, and all your saints shall bless you,

[Chorus]
The Lord preserves all who love him,
    but all the wicked he will destroy,
The Lord preserves all who love him,
    Great Is the Lord.

[Bridge | Stripped Back | Intimate]
[The Lord is faithful in all his words and kind in all his works,
    The Lord upholds all who are falling and raises up all who are bowed down,
The eyes of all look to you,
    and you give them their food in due season,

[Breakdown | Building | Full Band]
You open your hand,
    you satisfy the desire of every living thing,
The Lord is righteous in all his ways and kind in all his works,
    The Lord is near to all who call on him,
",,false,chirp-fenix
